candidate_source,item_id,category,target_class,edit_type,feasibility,duplicate_risk,expected_answer_stability,available_masks_or_boxes,distance_px,target_bbox_overlap,target_mask_overlap_pixels,detectability_score,v11_post_selection_detectability_score,decision,reason,prospective_confirmatory_eligible,evidence_class,paper_evidence
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_table_ADE_train_00000246,occlusion_safety,table,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",43.0,False,0,0.11218,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_table_ADE_train_00000418,occlusion_safety,table,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",3.162,False,0,0.0994,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_table_ADE_train_00000377,occlusion_safety,table,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",4.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_table_ADE_train_00000342,occlusion_safety,table,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_table_ADE_train_00000457,occlusion_safety,table,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",198.517,False,0,0.14462,NOT_SELECTED,rejected_by_retrospective_rule,stored_detectability_above_0_12,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_table_ADE_train_00000201,occlusion_safety,table,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",28.0,False,0,0.09659,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_table_ADE_train_00000360,occlusion_safety,table,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",36.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_table_ADE_train_00000476,occlusion_safety,table,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",33.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_table_ADE_train_00000452,occlusion_safety,table,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",235.0,False,0,MISSING,0.04036176,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_table_ADE_train_00000425,occlusion_safety,table,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",95.0,False,0,MISSING,0.06282234,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_table_ADE_train_00000256,occlusion_safety,table,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_table_ADE_train_00000218,occlusion_safety,table,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",120.0,False,0,MISSING,0.08803915,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_table_ADE_train_00000289,occlusion_safety,table,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",139.0,False,0,MISSING,0.06852847,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_table_ADE_train_00000228,occlusion_safety,table,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",81.0,False,0,MISSING,0.04840605,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000668,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",104.0,False,0,MISSING,0.07706723,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000708,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",44.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000273,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000738,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",71.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000681,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",94.0,False,0,0.12445,NOT_SELECTED,rejected_by_retrospective_rule,stored_detectability_above_0_12,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000704,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",65.0,False,0,0.12648,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px;stored_detectability_above_0_12,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000693,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",119.0,False,0,MISSING,0.04229168,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000675,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",82.638,False,0,MISSING,0.0611221,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000713,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",8.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000732,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",280.0,False,0,MISSING,0.05648673,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000678,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000719,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",49.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000741,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,0.11288,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000748,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",12.0,False,0,0.0978,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000662,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",4.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000706,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",91.0,False,0,MISSING,0.08081852,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000701,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",88.0,False,0,MISSING,0.03213473,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000671,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",155.0,False,0,0.09613,0.09575276,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000688,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",127.0,False,0,MISSING,0.04756328,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000653,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",196.0,False,0,MISSING,0.08366492,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000717,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",111.36,False,0,MISSING,0.0589883,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000740,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",122.0,False,0,MISSING,0.05195804,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000673,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",48.374,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_sofa_ADE_train_00000710,occlusion_safety,sofa,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",27.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000374,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",179.0,False,0,MISSING,0.07072368,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000194,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",79.0,False,0,MISSING,0.07325093,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000469,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",101.637,False,0,MISSING,0.06147357,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000617,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000436,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",57.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000839,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",40.522,False,0,0.10489,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000630,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",274.0,False,0,MISSING,0.04844954,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000753,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",12.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00001564,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",0.0,True,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,patch_bbox_intersects_target_bbox;distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000268,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",27.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000939,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",38.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00001571,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",30.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000608,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",14.0,False,0,MISSING,NOT_SELECTED,rejected_by_retrospective_rule,distance_below_75_px,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000928,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",117.0,False,0,0.09374,0.09381928,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
data/results/main_real_200/v8_1_qwen_spurious_forensics/qwen_spurious_all_items.jsonl,sflip_chair_ADE_train_00000728,occlusion_safety,chair,control_irrelevant,local_original_and_control_images_available,high_reuses_v1_item,task_declares_no_change_human_review_pending,"patch_bbox,target_bbox,target_mask_overlap_count",76.0,False,0,MISSING,0.05997762,retained_retrospective_diagnostic,passes_retrospective_geometry_and_available_salience_fields,False,DIAGNOSTIC_ONLY,False
